Name,ViewUrl,HomeUrl,Description,DescriptionSourceUrl,Author,ForumUrl,IssuesUrl,EmailAddress,DonateUrl
Korean Adblock List,https://raw.githubusercontent.com/gfmaster/adblock-korea-contrib/master/filter.txt,https://github.com/gfmaster/adblock-korea-contrib,A filter list for Adblock which covers filters for Korean websites.,https://github.com/gfmaster/adblock-korea-contrib,,,https://github.com/gfmaster/adblock-korea-contrib/issues,,
Latvian List,https://notabug.org/latvian-list/adblock-latvian/raw/master/lists/latvian-list.txt,https://notabug.org/latvian-list/adblock-latvian,Latvian List is an affiliated filter list written by anonymous74100 that specifically removes adverts on Latvian language websites.,https://easylist.to/pages/other-supplementary-filter-lists-and-easylist-variants.html,,https://forums.lanik.us/viewforum.php?f=99,,latvian-list@googlegroups.com,
Latvian List + EasyList,https://easylist-downloads.adblockplus.org/latvianlist+easylist.txt,,"A list combining <a href=""https://filterlists.com/#LatvianList"">Latvian List</a> and <a href=""https://filterlists.com/#EasyList"">EasyList</a>.",,,,,,
Lead Generator,https://raw.githubusercontent.com/Rpsl/adblock-leadgenerator-list/master/list/list.txt,https://github.com/Rpsl/adblock-leadgenerator-list,AdBlock list for blocking 'how i can help you?' widgets.,https://github.com/Rpsl/adblock-leadgenerator-list,,,https://github.com/Rpsl/adblock-leadgenerator-list/issues,,
Linkedinsanity Rules,https://raw.githubusercontent.com/taylr/linkedinsanity/master/linkedinsanity.txt,https://github.com/taylr/linkedinsanity,Blocks advertisements and sponsored posts on LinkedIn.,,,,https://github.com/taylr/linkedinsanity/issues,,
Liste AR,https://easylist-downloads.adblockplus.org/Liste_AR.txt,https://code.google.com/archive/p/liste-ar-adblock/,Liste AR is an [EasyList] affiliated filter list written by smed79 and Crits that specifically removes adverts on Arabic language websites.,https://easylist.to/pages/other-supplementary-filter-lists-and-easylist-variants.html,,https://forums.lanik.us/viewforum.php?f=98,,liste.ar.adblock@gmail.com,
Liste AR + Liste FR + EasyList,https://easylist-downloads.adblockplus.org/liste_ar+liste_fr+easylist.txt,,"A list combining <a href=""https://filterlists.com/#ListeAR"">Liste AR</a>, <a href=""https://filterlists.com/#ListeFR"">Liste FR</a>, and <a href=""https://filterlists.com/#EasyList"">EasyList</a>.",,,,,,
Liste FR,https://easylist-downloads.adblockplus.org/liste_fr.txt,https://easylist.to/,"Liste FR is an [EasyList] affiliated filter list written by Lian, Crits and smed79 that specifically removes adverts on French language websites.",https://easylist.to/pages/other-supplementary-filter-lists-and-easylist-variants.html,,https://forums.lanik.us/viewforum.php?f=91,,listefr.adblock@gmail.com,
Liste FR + EasyList,https://easylist-downloads.adblockplus.org/liste_fr+easylist.txt,,"A list combining <a href=""https://filterlists.com/#ListeFR"">Liste FR</a> and <a href=""https://filterlists.com/#EasyList"">EasyList</a>.",,,,,,
List-KR,https://github.com/SlowMemory/List-KR/blob/master/filter.txt,https://list-kr.github.io/,"Filter that enables removing of ads, trackers, and various scripts from websites with Korean content. Based on <a href=""https://filterlists.com/stale/#Corset"">Corset</a>, <a href=""https://filterlists.com/regional/#KoreanAdblockList"">Korean Adblock List</a>, <a href=""https://filterlists.com/regional/#YousList"">YousList</a>.",https://github.com/SlowMemory/List-KR,,,https://github.com/SlowMemory/List-KR/issues,,
List-KR Unbreak,https://raw.githubusercontent.com/SlowMemory/List-KR/master/unbreak.txt,https://list-kr.github.io/,Filter that fixes filtration errors in an alternative way due to limitations of adblockers other than Adguard or those using Webkit content blocker API.,https://raw.githubusercontent.com/SlowMemory/List-KR/master/unbreak.txt,,,https://github.com/SlowMemory/List-KR/issues,,
Malware Domain List,https://www.malwaredomainlist.com/hostslist/hosts.txt,https://www.malwaredomainlist.com/,Blocks malware.,,,https://www.malwaredomainlist.com/forums/,,,
Malware URLs,http://malwareurls.joxeankoret.com/normal.txt,http://malwareurls.joxeankoret.com/,"Malware URLs is a daily updated and free for research purposes feed offered by Joxean Koret to be used by security researchers, anti-malware researchers, etc... It can also be used by individuals to protect themselves, as the format of the feed (plain text) can be used with tools like Adblock Plus or integrated easily with other tools.",http://malwareurls.joxeankoret.com/,,,,info@joxeankoret.com,
Malware URLs Domains,http://malwareurls.joxeankoret.com/domains.txt,http://malwareurls.joxeankoret.com/,"Malware URLs is a daily updated and free for research purposes feed offered by Joxean Koret to be used by security researchers, anti-malware researchers, etc... It can also be used by individuals to protect themselves, as the format of the feed (plain text) can be used with tools like Adblock Plus or integrated easily with other tools.",http://malwareurls.joxeankoret.com/,,,,info@joxeankoret.com,
Malware URLs Gray Area,http://malwareurls.joxeankoret.com/grayarea.txt,http://malwareurls.joxeankoret.com/,"Malware URLs is a daily updated and free for research purposes feed offered by Joxean Koret to be used by security researchers, anti-malware researchers, etc... It can also be used by individuals to protect themselves, as the format of the feed (plain text) can be used with tools like Adblock Plus or integrated easily with other tools.",http://malwareurls.joxeankoret.com/,,,,info@joxeankoret.com,
Mayve's Private Adblock Filters,https://github.com/mayve/private-adblock-filters/raw/master/Adblock_List.txt,https://github.com/mayve/private-adblock-filters,Blocks Japanese regional advertisements and trackers.,,,,https://github.com/mayve/private-adblock-filters/issues,,
"Message ""Seen"" Remover for Facebook",https://easylist-downloads.adblockplus.org/message_seen_remover_for_facebook.txt,,Prevents Facebook and other users of Facebook chat from seeing that you have read a message.,,,,,,
Michael Trimm's Hosts,https://raw.githubusercontent.com/michaeltrimm/hosts-blocking/master/_hosts.txt,https://github.com/michaeltrimm/hosts-blocking,Blocks viruses.,,,,https://github.com/michaeltrimm/hosts-blocking/issues,,
MoaAB: Mother of All AD-BLOCKING,https://adblock.mahakala.is/,http://forum.xda-developers.com/showthread.php?t=1916098,"Blocks In-App/Web ADs, In-App/Web Trackers, Malware/Spyware Domains, Tracker Cookies, Malicious Call-Back Home App Functions, Malicious 3rd Party Redirection Functions and Possibly Some Level of Virus/Trojan Protection and More...",http://forum.xda-developers.com/showthread.php?t=1916098,,http://forum.xda-developers.com/showthread.php?t=1916098,,,
Mute,http://mute.bradconte.com/mute.txt,http://mute.bradconte.com/,Mute is an AdBlock filter for hiding user comments. Surf without the noise.,http://mute.bradconte.com/,,,https://github.com/B-Con/mute/issues,,
MVPS HOSTS,http://winhelp2002.mvps.org/hosts.txt,http://winhelp2002.mvps.org/hosts.htm,"Block ads, banners, 3rd party Cookies, 3rd party page counters, web bugs, and even most hijackers.",http://winhelp2002.mvps.org/hosts.htm,,,,winhelp2002@gmail.com,https://www.paypal.com/cgi-bin/webscr?cmd=_s-xclick&hosted_button_id=UNHL2VY85PB8N
NoCoin,https://raw.githubusercontent.com/hoshsadiq/adblock-nocoin-list/master/nocoin.txt,https://github.com/hoshsadiq/adblock-nocoin-list,Prevents browser based coin mining from clogging up your resources.,https://github.com/hoshsadiq/adblock-nocoin-list,Hosh Sadiq,,https://github.com/hoshsadiq/adblock-nocoin-list/issues,,
Nopelist,https://raw.githubusercontent.com/genediazjr/nopelist/master/nopelist.txt,https://github.com/genediazjr/nopelist,"A personal filter list. Each host is either an ad, phishing, malicious, analytics, or clickbait.",https://github.com/genediazjr/nopelist,,,https://github.com/genediazjr/nopelist/issues,,
Norwegian EasyList supplement for tidier websites,https://github.com/DandelionSprout/adfilt/blob/master/ExperimentalNorwegianList.txt,https://github.com/DandelionSprout/adfilt,Removes ads, affiliation ads, and empty boxes on Norwegian sites to produce a cleaner browser experience. Meant to be used on top of general filters,Imre Kristoffer Eilertsen,,https://github.com/DandelionSprout/adfilt/issues,imreeil42@gmail.com,https://www.paypal.me/DandeeSprout
NoTrack Blocklist,https://raw.githubusercontent.com/quidsup/notrack/master/trackers.txt,https://github.com/quidsup/notrack,Blocks trackers.,,,,https://github.com/quidsup/notrack/issues,,
OpenPhish Phishing Intelligence Community Feed,https://openphish.com/feed.txt,https://openphish.com/,"OpenPhish uses proprietary Artificial Intelligence algorithms to automatically identify zero-day phishing sites and provide comprehensive, actionable, real-time threat intelligence.",https://openphish.com/,,,,contact@openphish.com,
Overlay Blocker,https://raw.githubusercontent.com/LordBadmintonofYorkshire/Overlay-Blocker/master/blocklist.txt,https://github.com/LordBadmintonofYorkshire/Overlay-Blocker,Adblock filter for obtrusive overlay (pop up) elements and various other annoying elements on websites.,https://github.com/LordBadmintonofYorkshire/Overlay-Blocker,,,https://github.com/LordBadmintonofYorkshire/Overlay-Blocker/issues,,
Peter Lowe's List,https://pgl.yoyo.org/adservers/serverlist.php?hostformat=adblockplus&showintro=1&mimetype=plaintext,https://pgl.yoyo.org/adservers/,Block advertisements.,,,,,pgl@yoyo.org,
PLgeneral,http://www.niecko.pl/adblock/adblock.txt,http://niecko.pl/adblock/,"Contains a list of elements of advertising, such as banners or flash animations, the most commonly used on Polish websites.",http://niecko.pl/adblock/,,,,,
Popup Blocker,https://raw.githubusercontent.com/azet12/PopupBlocker/master/PPB.txt,https://azet12.github.io/KAD/,"Polish filter the type of annoyances blocking windows to encourage registration or news, promotions and discounts. It blocks the widgets that misinformation and distract, trying to force push your product.",https://github.com/azet12/PopupBlocker,,,https://github.com/azet12/PopupBlocker/issues,kadrep@outlook.com,
Prebake Obtrusive,https://raw.githubusercontent.com/liamja/Prebake/master/obtrusive.txt,http://prebake.eu/,"Prebake is an Adblock filter subscription that blocks large, obtrusive cookie notices. These notices either consume a considerable amount of screen real estate or popup and distract the viewers attention, which can be just as annoying as ads.",http://prebake.eu/,,,https://github.com/liamja/Prebake/issues,cookies@prebake.eu,
Prebake Quiet,https://raw.githubusercontent.com/liamja/Prebake/master/quiet.txt,http://prebake.eu/,"The Quiet list blocks all other notices regardless of their size or obnoxiousness. Simple two- or three-word links to privacy pages aren't blocked (such as links in a page footer), but a lengthy paragraph mid-page will be.",https://github.com/liamja/Prebake,,,https://github.com/liamja/Prebake/issues,cookies@prebake.eu,
Privacy Filters,https://raw.githubusercontent.com/metaphoricgiraffe/tracking-filters/master/trackingfilters.txt,https://github.com/metaphoricgiraffe/tracking-filters,"A text file with filters to aid in blocking online trackers, for use in a blocker such as uBlock Origin.",https://github.com/metaphoricgiraffe/tracking-filters,,,https://github.com/metaphoricgiraffe/tracking-filters/issues,,
Ransomware Tracker CryptoWall Ransomware C2 Domain Blocklist,https://ransomwaretracker.abuse.ch/downloads/CW_C2_DOMBL.txt,https://ransomwaretracker.abuse.ch/blocklist/,Blocks CryptoWall from botnet command and control servers by domain.,,,,,rt-intel@abuse.ch,
Ransomware Tracker CryptoWall Ransomware C2 URL Blocklist,https://ransomwaretracker.abuse.ch/downloads/CW_C2_URLBL.txt,https://ransomwaretracker.abuse.ch/blocklist/,Blocks CryptoWall from botnet command and control servers by URL.,,,,,rt-intel@abuse.ch,
Ransomware Tracker CryptoWall Ransomware Payment Sites Domain Blocklist,https://ransomwaretracker.abuse.ch/downloads/CW_PS_DOMBL.txt,https://ransomwaretracker.abuse.ch/blocklist/,Blocks CryptoWall from payment site servers by domain.,,,,,rt-intel@abuse.ch,
Ransomware Tracker CryptoWall Ransomware Payment Sites IP Blocklist,https://ransomwaretracker.abuse.ch/downloads/CW_PS_IPBL.txt,https://ransomwaretracker.abuse.ch/blocklist/,Blocks CryptoWall from payment site servers by IP address.,,,,,rt-intel@abuse.ch,
Ransomware Tracker Domain Blocklist,https://ransomwaretracker.abuse.ch/downloads/RW_DOMBL.txt,https://ransomwaretracker.abuse.ch/blocklist/,A combined domain blocklist for blocking ransomware.,,,,,rt-intel@abuse.ch,
Ransomware Tracker IP Blocklist,https://ransomwaretracker.abuse.ch/downloads/RW_IPBL.txt,https://ransomwaretracker.abuse.ch/blocklist/,A combined IP blocklist for blocking ransomware.,,,,,rt-intel@abuse.ch,
Ransomware Tracker Locky Ransomware C2 Domain Blocklist,https://ransomwaretracker.abuse.ch/downloads/LY_C2_DOMBL.txt,https://ransomwaretracker.abuse.ch/blocklist/,Blocks Locky from botnet command and control servers by domain.,,,,,rt-intel@abuse.ch,
Ransomware Tracker Locky Ransomware C2 IP Blocklist,https://ransomwaretracker.abuse.ch/downloads/LY_C2_IPBL.txt,https://ransomwaretracker.abuse.ch/blocklist/,Blocks Locky from botnet command and control servers by IP.,,,,,rt-intel@abuse.ch,
Ransomware Tracker Locky Ransomware Distribution Site URL Blocklist,https://ransomwaretracker.abuse.ch/downloads/LY_DS_URLBL.txt,https://ransomwaretracker.abuse.ch/blocklist/,Blocks Locky from distribution site servers by URL.,,,,,rt-intel@abuse.ch,
Ransomware Tracker Locky Ransomware Payment Sites Domain Blocklist,https://ransomwaretracker.abuse.ch/downloads/LY_PS_DOMBL.txt,https://ransomwaretracker.abuse.ch/blocklist/,Blocks Locky from payment site servers by domain.,,,,,rt-intel@abuse.ch,
Ransomware Tracker Locky Ransomware Payment Sites IP Blocklist,https://ransomwaretracker.abuse.ch/downloads/LY_PS_IPBL.txt,https://ransomwaretracker.abuse.ch/blocklist/,Blocks Locky from payment site servers by IP address.,,,,,rt-intel@abuse.ch,
Ransomware Tracker TeslaCrypt Ransomware C2 Domain Blocklist,https://ransomwaretracker.abuse.ch/downloads/TC_C2_DOMBL.txt,https://ransomwaretracker.abuse.ch/blocklist/,Blocks TeslaCrypt from botnet command and control servers by domain.,,,,,rt-intel@abuse.ch,
Ransomware Tracker TeslaCrypt Ransomware C2 URL Blocklist,https://ransomwaretracker.abuse.ch/downloads/TC_C2_URLBL.txt,https://ransomwaretracker.abuse.ch/blocklist/,Blocks TeslaCrypt from botnet command and control servers by URL.,,,,,rt-intel@abuse.ch,
Ransomware Tracker TeslaCrypt Ransomware Distribution Site URL Blocklist,https://ransomwaretracker.abuse.ch/downloads/TC_DS_URLBL.txt,https://ransomwaretracker.abuse.ch/blocklist/,Blocks TeslaCrypt from distribution site servers by URL.,,,,,rt-intel@abuse.ch,
Ransomware Tracker TeslaCrypt Ransomware Payment Sites Domain Blocklist,https://ransomwaretracker.abuse.ch/downloads/TC_PS_DOMBL.txt,https://ransomwaretracker.abuse.ch/blocklist/,Blocks TeslaCrypt from payment site servers by domain.,,,,,rt-intel@abuse.ch,
Ransomware Tracker TeslaCrypt Ransomware Payment Sites IP Blocklist,https://ransomwaretracker.abuse.ch/downloads/TC_PS_IPBL.txt,https://ransomwaretracker.abuse.ch/blocklist/,Blocks TeslaCrypt from payment site servers by IP address.,,,,,rt-intel@abuse.ch,
Ransomware Tracker TorrentLocker Ransomware C2 Domain Blocklist,https://ransomwaretracker.abuse.ch/downloads/TL_C2_DOMBL.txt,https://ransomwaretracker.abuse.ch/blocklist/,Blocks TorrentLocker from botnet command and control servers by domain.,,,,,rt-intel@abuse.ch,
Ransomware Tracker TorrentLocker Ransomware C2 IP Blocklist,https://ransomwaretracker.abuse.ch/downloads/TL_C2_IPBL.txt,https://ransomwaretracker.abuse.ch/blocklist/,Blocks TorrentLocker from botnet command and control servers by IP address.,,,,,rt-intel@abuse.ch,
Ransomware Tracker TorrentLocker Ransomware Payment Sites Domain Blocklist,https://ransomwaretracker.abuse.ch/downloads/TL_PS_DOMBL.txt,https://ransomwaretracker.abuse.ch/blocklist/,Blocks TorrentLocker from payment site servers by domain.,,,,,rt-intel@abuse.ch,
Ransomware Tracker TorrentLocker Ransomware Payment Sites IP Blocklist,https://ransomwaretracker.abuse.ch/downloads/TL_PS_IPBL.txt,https://ransomwaretracker.abuse.ch/blocklist/,Blocks TorrentLocker from payment site servers by IP address.,,,,,rt-intel@abuse.ch,
Ransomware Tracker URL Blocklist,https://ransomwaretracker.abuse.ch/downloads/RW_URLBL.txt,https://ransomwaretracker.abuse.ch/blocklist/,A combined URL blocklist for blocking ransomware.,,,,,rt-intel@abuse.ch,
ROad-Block,https://road.adblock.ro/lista.txt,https://www.adblock.ro/,Romanian ad block filtering list.,https://github.com/tcptomato/ROad-Block,,https://muut.com/i/adblockro/comments,https://github.com/tcptomato/ROad-Block/issues,contact@adblock.ro,
ROList,https://www.zoso.ro/pages/rolist.txt,https://www.zoso.ro/rolist/,Romanian supplement for EasyList.,https://adblockplus.org/subscriptions,,,,mail@zoso.ro,
ROList + EasyList,https://easylist-downloads.adblockplus.org/rolist+easylist.txt,,"A list combining <a href=""https://filterlists.com/#ROList"">ROList</a> and <a href=""https://filterlists.com/#EasyList"">EasyList</a>.",,,,,,
ROList2,https://www.zoso.ro/pages/rolist2.txt,https://www.zoso.ro/rolist/,This is a complementary list for RoList with annoyances that are not necessarly banners.,https://www.zoso.ro/pages/rolist2.txt,,,,mail@zoso.ro,
RU AdList,https://easylist-downloads.adblockplus.org/advblock.txt,https://code.google.com/archive/p/ruadlist/,Russian supplement for EasyList.,https://adblockplus.org/subscriptions,,https://forums.lanik.us/viewforum.php?f=102,,,
RU AdList [Old],http://denis-ovs.narod.ru/adblock.txt,http://denis-ovs.narod.ru/,Blocks Russian regional advertisements and trackers.,,,https://forum.mozilla-russia.org/viewtopic.php?id=3679,,denis-ovs@yandex.ru,
RU AdList + EasyList,https://easylist-downloads.adblockplus.org/ruadlist+easylist.txt,,"A list combining <a href=""https://filterlists.com/#RUAdList"">RU AdList</a> and <a href=""https://filterlists.com/#EasyList"">EasyList</a>.",,,,,,
RU AdList: BitBlock,https://easylist-downloads.adblockplus.org/bitblock.txt,https://code.google.com/archive/p/ruadlist/,Russian-only fork of Fanboy's Annoyance List.,,,https://forums.lanik.us/viewforum.php?f=102,,,
RU AdList: Counters,https://easylist-downloads.adblockplus.org/cntblock.txt,https://code.google.com/archive/p/ruadlist/,Blocks most popular internet statistics counters on sites serving Russia.,,,https://forums.lanik.us/viewforum.php?f=102,,,
SA-Blacklist,http://www.sa-blacklist.stearns.org/sa-blacklist/sa-blacklist.current.domains,http://www.sa-blacklist.stearns.org/sa-blacklist/,Blocks spammers.,,,,,wstearns@pobox.com,
Satterly's Adblock Plus Filters,https://satterly.neocities.org/abp_filters.txt,https://satterly.neocities.org/abp_filters.html,"I make supplemental filters in Adblock Plus to block garbage on webpages not blocked by other lists. I use many regular expressions, a few domain filters, but no CSS filters.",https://satterly.neocities.org/abp_filters.html,,,,,
Schack's Adblock Plus List,https://adblock.dk/block.csv,https://henrik.schack.dk/adblock/,"My list removes advertisements from all the leading Danish Websites: Ekstra Bladet, Jyllands Posten, Berlingske, TV / 2, Computerworld, Version2, etc.",https://henrik.schack.dk/adblock/,,,,henrik@schackinger.com,https://www.paypal.me/schack
Schuzak's Universal Filter,http://www.schuzak.jp/other/abp.conf,http://www.schuzak.jp/other/abp.html,Adblock Plus for Japan domestic and Japanese correspondence Universal Filter.,http://www.schuzak.jp/other/abp.html,,,,,
Shopping Whitelist Alaska Airlines,https://www.mileageplanshopping.com/adBlockWhitelist.php,,Whitelists the trackers on the Alaska Airlines shopping portal so that rewards can be credited.,,,,,,
Shopping Whitelist American Airlines,https://www.aadvantageeshopping.com/adBlockWhitelist.php,,Whitelists the trackers on the American Airlines shopping portal so that rewards can be credited.,,,,,,
Shopping Whitelist BarclayCard,https://www.barclaycardrewardsboost.com/adBlockWhitelist.php,,Whitelists the trackers on the BarclayCard shopping portal so that rewards can be credited.,,,,,,
Shopping Whitelist Southwest Airlines,https://rapidrewardsshopping.southwest.com/adBlockWhitelist.php,,Whitelists the trackers on the Southwest Airlines shopping portal so that rewards can be credited.,,,,,,
Shopping Whitelist United Airlines,https://shopping.mileageplus.com/adBlockWhitelist.php,,Whitelists the trackers on the United Airlines shopping portal so that rewards can be credited.,,,,,,
Spam404,https://raw.githubusercontent.com/Dawsey21/Lists/master/adblock-list.txt,http://www.spam404.com/blog/block-online-scams-with-spam404-and-adblock,This filter protects you from online scams. This filter is regularly updated with data collected by Spam404.com.,https://raw.githubusercontent.com/Dawsey21/Lists/master/adblock-list.txt,,,https://github.com/Dawsey21/Lists/issues,admin@spam404.com,
Spam404 Domain Blacklist,https://raw.githubusercontent.com/Dawsey21/Lists/master/main-blacklist.txt,http://www.spam404.com/domain-blacklist.html,The Spam404 domain blacklist is a regularly updated list of abusive domain names.,http://www.spam404.com/domain-blacklist.html,,,https://github.com/Dawsey21/Lists/issues,admin@spam404.com,
SpotifyAds,https://raw.githubusercontent.com/FadeMind/hosts.extras/master/SpotifyAds/hosts,https://github.com/FadeMind/hosts.extras,"Spotify ads sources sites based on <a href=""https://github.com/Xeroday/Spotify-Ad-Blocker"">EZBlocker</a> content.",https://github.com/StevenBlack/hosts,,,https://github.com/FadeMind/hosts.extras/issues,,
Steven Black's Hosts,https://raw.githubusercontent.com/StevenBlack/hosts/master/data/StevenBlack/hosts,https://github.com/StevenBlack/hosts,Hosts contributed by Steven Black.,https://raw.githubusercontent.com/StevenBlack/hosts/master/data/StevenBlack/hosts,,,https://github.com/StevenBlack/hosts/issues,steveb@stevenblack.com,
SVN: Slovenian List,https://raw.githubusercontent.com/betterwebleon/slovenian-list/master/filters.txt,https://github.com/betterwebleon/slovenian-list,"SVN: Slovenian List is regional list primarily for uBlock Origin or uBlock, which consists mostly of static cosmetic filters and a few tracking filters. Among others, there are 100 most popular Slovenian websites included in this list.",https://github.com/betterwebleon/slovenian-list,,,https://github.com/betterwebleon/slovenian-list/issues,betterweb.leon@outlook.com,
The Hosts File Project Adblock Filters,http://hostsfile.mine.nu/downloads/adblock.txt,http://hostsfile.mine.nu/,Blocks advertisements and trackers.,,,,,wduk10@hotmail.com,
The Hosts File Project Hosts,http://hostsfile.mine.nu/hosts0.txt,http://hostsfile.mine.nu/,"Web adverts can be simply blocked by using a specially formatted text file called a Hosts file which is a list myself and numerous others have painstakingly compiled to now over 60000 (verified) known banner advertising companies and providers along with hostile websites that have been discovered (popup providers, spyware, dialers ,scams etc). This file tells your computer to try to and access itself whenever a banner advert is requested from a server that is in its ""black"" list, but instead of contacting the advert server your computer tries to request itself, and as your machine doesn't contain any adverts (if you are not running a web server) nothing will be shown.",http://hostsfile.mine.nu/,,,,wduk10@hotmail.com,
Thoughtconverge's Custom AdBlock Filters,https://raw.githubusercontent.com/thoughtconverge/abf/master/abf.txt,https://github.com/thoughtconverge/abf,Blocks advertisements and trackers.,,,,,,
Tofu Filter,http://tofukko.r.ribbon.to/Adblock_Plus_list.txt,http://tofukko.r.ribbon.to/abp.html,Blocks Japanese regional advertisements and trackers.,,,,,,
Top Cash Back Adblock Whitelist,https://www.topcashback.com/Misc/AdBlockWhiteList.aspx,https://www.topcashback.com/Help/164,"You can leave AdBlock functioning as normal, but the proper tracking of cashback cookies will be allowed on TopCashback and our affiliate network sites only.",https://www.topcashback.com/Help/164,,,,,
Turk-adlist,https://raw.githubusercontent.com/bkrcrc/turk-adlist/master/hosts,https://github.com/bkrcrc/turk-adlist,The ad server for a list of sites to block ads in Turkish.,https://github.com/bkrcrc/turk-adlist,,,https://github.com/bkrcrc/turk-adlist/issues,,
uAssets Badware,https://raw.githubusercontent.com/uBlockOrigin/uAssets/master/filters/badware.txt,https://github.com/uBlockOrigin/uAssets,To block sites known for delivering adware/crapware. For sites documented to put users at risk of installing adware/crapware etc. The purpose is to at least ensure a user is warned of the risks ahead.,https://github.com/uBlockOrigin/uAssets/blob/master/filters/badware.txt,,,https://github.com/uBlockOrigin/uAssets/issues,,
uAssets Experimental,https://raw.githubusercontent.com/uBlockOrigin/uAssets/master/filters/experimental.txt,https://github.com/uBlockOrigin/uAssets,These filters are experimental and may cause breakage. They are being evaluated/fine-tuned for inclusion in the default set of filters.,https://github.com/uBlockOrigin/uAssets/blob/master/filters/experimental.txt,,,https://github.com/uBlockOrigin/uAssets/issues,,
uAssets Filters,https://raw.githubusercontent.com/uBlockOrigin/uAssets/master/filters/filters.txt,https://github.com/uBlockOrigin/uAssets,Filters optimized for uBlock.,https://github.com/uBlockOrigin/uAssets/blob/master/filters/filters.txt,,,https://github.com/uBlockOrigin/uAssets/issues,,
uAssets Privacy,https://raw.githubusercontent.com/uBlockOrigin/uAssets/master/filters/privacy.txt,https://github.com/uBlockOrigin/uAssets,Privacy filters for uBlock Origin.,,,,https://github.com/uBlockOrigin/uAssets/issues,,
uAssets Unbreak,https://raw.githubusercontent.com/uBlockOrigin/uAssets/master/filters/unbreak.txt,https://github.com/uBlockOrigin/uAssets,"Needed to unbreak web sites, mostly because of hosts file-based filters.",https://github.com/uBlockOrigin/uAssets/blob/master/filters/unbreak.txt,,,https://github.com/uBlockOrigin/uAssets/issues,,
uBlock Antiskimming List,https://raw.githubusercontent.com/byaka/ublock-antiskimming-list/master/build/data.txt,https://github.com/byaka/ublock-antiskimming-list,Block sites with skimming scripts.,https://raw.githubusercontent.com/byaka/ublock-antiskimming-list/master/build/data.txt,,,https://github.com/byaka/ublock-antiskimming-list/issues,,
uBlock Filters Plus,https://raw.githubusercontent.com/IDKwhattoputhere/uBlock-Filters-Plus/master/uBlock-Filters-Plus.txt,https://github.com/IDKwhattoputhere/uBlock-Filters-Plus,A filterlist with additional filters for uBlock Origin. Contains filters specific to uBlock Origin (like popunder filters) and some filters that have not yet been added to other filterlists.,https://github.com/IDKwhattoputhere/uBlock-Filters-Plus,,,https://github.com/IDKwhattoputhere/uBlock-Filters-Plus/issues,,
uBlock Polish Filters - Supplement,https://raw.githubusercontent.com/MajkiIT/polish-ads-filter/master/polish-adblock-filters/adblock_ublock.txt,http://www.certyficate.it/,uBlock supplement to Adblock & uBlock Polish Filters.,,,,https://github.com/MajkiIT/polish-ads-filter/issues,errors@certyficate.it,
uBlock Protector List,https://raw.githubusercontent.com/jspenguin2017/uBlockProtector/master/uBlockProtectorList.txt,https://jspenguin2017.github.io/uBlockProtector,"This project was built based on Anti-Adblock Killer (by Reek), but is now significantly different. Anti-Adblock Killer Script was completely re-implemented. Anti-Adblock Killer Filter was mostly copied and concatenated to uBlock Protector List.",https://github.com/jspenguin2017/uBlockProtector,,,https://github.com/jspenguin2017/uBlockProtector/issues,,
uBO-Personal-Filters,https://raw.githubusercontent.com/uBlock-user/uBO-Personal-Filters/master/uPF.txt,https://github.com/uBlock-user/uBO-Personal-Filters,"A filterlist with additional filters for uBlock Origin to block third-party, tracking, annoyances and all other unwarranted resources from loading. Contains filters specific to uBlock Origin and some filters that have not yet been added to other filterlists.",https://github.com/uBlock-user/uBO-Personal-Filters,,,,,
UncheckyAds,https://raw.githubusercontent.com/FadeMind/hosts.extras/master/UncheckyAds/hosts,https://github.com/FadeMind/hosts.extras,"Windows installers ads sources sites based on <a href=""https://unchecky.com/"">Unchecky</a> content.",https://github.com/StevenBlack/hosts,,,https://github.com/FadeMind/hosts.extras/issues,,
Unified Hosts,https://raw.githubusercontent.com/StevenBlack/hosts/master/hosts,https://github.com/StevenBlack/hosts,Extending and consolidating hosts files from a variety of sources,https://github.com/StevenBlack/hosts,,,,,
Unified Hosts + Fakenews,https://raw.githubusercontent.com/StevenBlack/hosts/master/alternates/fakenews/hosts,https://github.com/StevenBlack/hosts,Extending and consolidating hosts files from a variety of sources,https://github.com/StevenBlack/hosts,,,,,
Unified Hosts + Fakenews + Gambling,https://raw.githubusercontent.com/StevenBlack/hosts/master/alternates/fakenews-gambling/hosts,https://github.com/StevenBlack/hosts,Extending and consolidating hosts files from a variety of sources,https://github.com/StevenBlack/hosts,,,,,
Unified Hosts + Fakenews + Gambling + Porn,https://raw.githubusercontent.com/StevenBlack/hosts/master/alternates/fakenews-gambling-porn/hosts,https://github.com/StevenBlack/hosts,Extending and consolidating hosts files from a variety of sources,https://github.com/StevenBlack/hosts,,,,,
Unified Hosts + Fakenews + Gambling + Porn + Social,https://raw.githubusercontent.com/StevenBlack/hosts/master/alternates/fakenews-gambling-porn-social/hosts,https://github.com/StevenBlack/hosts,Extending and consolidating hosts files from a variety of sources,https://github.com/StevenBlack/hosts,,,,,
Unified Hosts + Fakenews + Gambling + Social,https://raw.githubusercontent.com/StevenBlack/hosts/master/alternates/fakenews-gambling-social/hosts,https://github.com/StevenBlack/hosts,Extending and consolidating hosts files from a variety of sources,https://github.com/StevenBlack/hosts,,,,,
